Plant_Type,City,State,Customer_ID,Material_Group,PH2R,PH4,Year,Month,Units,LBS,Revenue,Rev/Units,Rev/LBS
Metals,Cincinnati,OH,35403,211X604 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,101.0718636,23.65081608,27.89583435,0.2759999999643818,1.179487179454655
Metals,Cincinnati,OH,35403,211X713 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,33.98294762,9.005481121,10.96239342,0.32258512541591,1.2173023598302426
Metals,Cincinnati,OH,35428,207.5X804 AC 2N,5 Aerosol,Aerosol 207.5 Dia,2020,2,297.3812424,63.34220463,89.50029842,0.300961478597952,1.4129646882800644
Metals,Cincinnati,OH,35440,211X713 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,17.53958587,4.647990256,5.384652862,0.30699999999486877,1.1584905659062124
Metals,Cincinnati,OH,35444,211X713 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,18.63580999,4.938489647,7.593721072,0.4074800653191249,1.5376606239547312
Metals,Cincinnati,OH,35454,205X710 AC 2Q,5 Aerosol,Aerosol 205 Dia,2020,2,-70.59683313,-14.33115713,-26.82679659,0.38000000000849904,1.8719211817057233
Metals,Cincinnati,OH,35486,211X604 AC 2N,5 Aerosol,Aerosol 211 Dia,2020,2,258.0511571,57.28735688,63.5871011,0.2464127726246107,1.1099674441813767
Metals,Cincinnati,OH,35486,211X604 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,26.30937881,6.156394641,6.719330085,0.2553967592137156,1.0914391420346894
Metals,Cincinnati,OH,35486,211X713 AC 2N,5 Aerosol,Aerosol 211 Dia,2020,2,469.183922,122.9261876,138.8199695,0.29587537635187766,1.1292953292565953
Metals,Cincinnati,OH,35486,211X713 AC 2P,5 Aerosol,Aerosol 211 Dia,2020,2,1.096224117,0.286114495,0.336120585,0.3066166669639143,1.174776499876387
Metals,Cincinnati,OH,35486,211X713 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,4.384896468,1.161997564,1.339226553,0.30541805553982354,1.1525209643210579
Metals,Cincinnati,OH,35505,202X406  AC 2Q,5 Aerosol,Aerosol 202 Dia,2020,2,32.15590743,4.212423873,12.35816078,0.384320075771533,2.9337410366537444
Metals,Cincinnati,OH,35505,211X713 AC 2P,5 Aerosol,Aerosol 211 Dia,2020,2,340.9257004,88.9816078,83.52679659,0.2449999999765345,0.9386973179641737
Metals,Cincinnati,OH,35505,211X713 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,27.40560292,6.906211937,12.74059074,0.46488999994604024,1.8448015867775995
Metals,Cincinnati,OH,35523,Raw Matl Pallet/Fram,7 M.Other,Other,2020,2,0.0,0.0,1.662606577,inf,inf
Metals,Cincinnati,OH,35524,214X804 AC 2P,5 Aerosol,Aerosol 214 Dia,2020,2,45.82216809,13.56336175,25.52569428,0.5570599415956182,1.8819592627911734
Metals,Cincinnati,OH,37106,207.5X604 AC 2P,5 Aerosol,Aerosol 207.5 Dia,2020,2,244.3848965,50.83205847,58.39822168,0.23896002787553608,1.1488462879083559
Metals,Cincinnati,OH,38745,211X713 AC 2N,5 Aerosol,Aerosol 211 Dia,2020,2,48.23386114,12.15493301,17.05886724,0.35366994963322984,1.4034521807701843
Metals,Cincinnati,OH,38779,200X708 AC 2N,5 Aerosol,Aerosol 200 Dia,2020,2,15.75822168,2.773447016,7.983428745,0.5066199033823974,2.8785221779769525
Metals,Cincinnati,OH,43102,200X406  AC 2N,5 Aerosol,Aerosol 200 Dia,2020,2,11.20584653,1.344701583,3.682576127,0.32862989129300524,2.738582428663654
Metals,Cincinnati,OH,43102,202X406  AC 2Q,5 Aerosol,Aerosol 202 Dia,2020,2,61.29719854,8.029933009,19.75669915,0.32230998513101056,2.460381565805912
Metals,Cincinnati,OH,43102,202X509 AC 2Q,5 Aerosol,Aerosol 202 Dia,2020,2,2.344701583,0.351705238,0.827119367,0.3527610391859406,2.3517402575619304
Metals,Cincinnati,OH,43102,205X802 AC 2P,5 Aerosol,Aerosol 205 Dia,2020,2,103.8361754,19.72887333,45.07528015,0.43409996541532864,2.28473665961745
Metals,Cincinnati,OH,43102,207.5X604 AC 2Q,5 Aerosol,Aerosol 207.5 Dia,2020,2,70.58465286,15.45803898,26.7487637,0.3789600517417633,1.7304111947581595
Metals,Cincinnati,OH,43102,207.5X713 AC 2P,5 Aerosol,Aerosol 207.5 Dia,2020,2,8.099878197,1.974056029,2.707612667,0.3342781954428443,1.3715986918423986
Metals,Cincinnati,OH,43102,207.5X713 AC 2Q,5 Aerosol,Aerosol 207.5 Dia,2020,2,91.87576127,22.96894032,33.51313033,0.36476574307246556,1.459062972131054
Metals,Cincinnati,OH,43102,207.5X804 AC 2Q,5 Aerosol,Aerosol 207.5 Dia,2020,2,114.5554202,30.35718636,55.50439099,0.4845199894784201,1.8283773183648895
Metals,Cincinnati,OH,43102,211X315 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,134.8355664,25.34908648,35.38354446,0.26241996384716487,1.3958508717036813
Metals,Cincinnati,OH,43102,211X604 AC 2N,5 Aerosol,Aerosol 211 Dia,2020,2,3.946406821,0.820852619,1.135341048,0.2876898149371002,1.3831241098836038
Metals,Cincinnati,OH,43102,211X604 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,22.36297199,5.232935445,6.607137637,0.2954498910052966,1.262606371976752
Metals,Cincinnati,OH,43102,211X713 AC 2N,5 Aerosol,Aerosol 211 Dia,2020,2,175.225335,44.1699391,47.03536541,0.26842788121934535,1.0648727702230405
Metals,Cincinnati,OH,43102,211X713 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,248.8428745,65.94336175,80.27773447,0.32260411165600805,1.2173740061106304
Metals,Cincinnati,OH,43102,211X908 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,4.384896468,1.416321559,2.001747868,0.4565097220899766,1.4133427930118798
Metals,Cincinnati,OH,43102,214X804 AC 2N,5 Aerosol,Aerosol 214 Dia,2020,2,57.69244823,17.12070402,29.02207065,0.5030479991817813,1.6951446982610705
Metals,Cincinnati,OH,43102,214X804 AC 2P,5 Aerosol,Aerosol 214 Dia,2020,2,165.3763703,49.31694153,81.38828867,0.4921397689546461,1.6503109508624063
Metals,Cincinnati,OH,43102,214X804 AC 2Q,5 Aerosol,Aerosol 214 Dia,2020,2,479.4665043,143.1849026,225.4020889,0.4701101888839495,1.5742028999361837
Metals,Cincinnati,OH,43300,202X406  AC 2Q,5 Aerosol,Aerosol 202 Dia,2020,2,5.359317905,0.702070646,2.162862363,0.40357045455022317,3.0806904907971324
Metals,Cincinnati,OH,45946,202X406  AC 2Q,5 Aerosol,Aerosol 202 Dia,2020,2,45.55420219,5.967600487,13.01392205,0.28567994662096835,2.1807629512649043
Metals,Cincinnati,OH,47965,211X604 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,2.192448234,0.513032887,1.205846529,0.5500000001368334,2.350427349894238
Metals,Cincinnati,OH,47967,211X413 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,5.261875761,1.078684531,1.912478685,0.3634594908482865,1.7729731260974206
Metals,Cincinnati,OH,47967,211X713 AC 2Q,5 Aerosol,Aerosol 211 Dia,2020,2,6.577344702,1.742996346,2.680133983,0.4074796296117855,1.5376589796935811
Metals,Cincinnati,OH,48201,207.5X713 AC 2N,5 Aerosol,Aerosol 207.5 Dia,2020,2,101.8270402,24.23483557,23.79392205,0.23366997610129886,0.9818066221771357
Metals,Cincinnati,OH,48201,207.5X713 AC 2P,5 Aerosol,Aerosol 207.5 Dia,2020,2,203.6540804,49.69159562,48.56336175,0.2384600478154721,0.9772952778850613
Metals,Cincinnati,OH,48201,207.5X804 AC 2N,5 Aerosol,Aerosol 207.5 Dia,2020,2,50.9135201,10.84457978,12.1398173,0.23843995222007838,1.1194363955336222
Metals,Fontana,CA,21240,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,76.22838002,53.41622107,101.2412911,1.3281312166602173,1.8953285925510717
Metals,Fontana,CA,21240,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,48.93544458,12.96789281,29.89214982,0.6108486410322095,2.305089212099988
Metals,Fontana,CA,21240,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,2,45.48355664,7.959622412,35.10141291,0.7717385249316774,4.409934428181014
Metals,Fontana,CA,21240,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,2,3.105968331,0.375822168,2.189056029,0.70479019607235,5.824712365024726
Metals,Fontana,CA,21240,NC 610 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,8.265529842,15.62360536,inf,1.8902122015954852
Metals,Fontana,CA,21240,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,3.177807552,9.131565164,inf,2.873542533515887
Metals,Fontana,CA,21240,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,2.246479903,8.652996346,inf,3.8518022504650915
Metals,Fontana,CA,21240,NM 214 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,0.55863581,2.756954933,inf,4.935156113604676
Metals,Fontana,CA,21240,ND Ears / Bails,1 Paint,Ears,2020,2,0.0,0.476248477,0.845060901,inf,1.774411765730434
Metals,Fontana,CA,21240,Armloks,7 M.Other,Other,2020,2,0.0,0.0,28.60501827,inf,inf
Metals,Fontana,CA,23925,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,15.55176614,11.02620219,13.03890987,0.8384198780139321,1.1825386153199138
Metals,Fontana,CA,23925,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,3.507917174,0.929598051,2.369141291,0.6753697916700013,2.5485652518864845
Metals,Fontana,CA,23925,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,2,3.048112058,0.368821559,2.572028015,0.8438101900648692,6.973637934760749
Metals,Fontana,CA,23925,NC 610 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,2.193544458,4.882673569,inf,2.225928702375997
Metals,Fontana,CA,23925,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,0.244823386,0.641400731,inf,2.619850748245104
Metals,Fontana,CA,23925,NM 214 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,0.139658952,0.762850183,inf,5.462236198077728
Metals,Fontana,CA,23925,ND Ears / Bails,1 Paint,Ears,2020,2,0.0,0.290718636,0.921662607,inf,3.1702907652607455
Metals,Fontana,CA,25614,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,483.0347138,343.8059361,399.8524178,0.8277923022434335,1.1630177836245918
Metals,Fontana,CA,25614,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,35.1090134,10.25240987,11.08343484,0.3156863086332127,1.081056549683182
Metals,Fontana,CA,25614,NC 610 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,68.90308161,71.44180877,inf,1.036844900121732
Metals,Fontana,CA,25614,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,0.048801462,0.082088916,inf,1.6820995239855725
Metals,Fontana,CA,28064,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,1.439707674,1.131946407,1.456912302,1.0119500842502283,1.2870859370994938
Metals,Fontana,CA,28064,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,11.92691839,3.160633374,5.557795371,0.46598754089403976,1.7584435501819136
Metals,Fontana,CA,28064,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,2,0.414129111,0.050109622,0.237332521,0.5730882343115454,4.736266440006273
Metals,Fontana,CA,28064,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,2,8.594397077,3.953422655,5.930736906,0.6900701530153422,1.5001525067144637
Metals,Fontana,CA,28064,NC 610 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,1.335200974,2.351260658,inf,1.760978836733533
Metals,Fontana,CA,28064,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,0.563093788,1.016930572,inf,1.8059701486175868
Metals,Fontana,CA,28187,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,3.069427527,2.176224117,1.62679659,0.5300000002247977,0.7475317350322335
Metals,Fontana,CA,28187,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,5.495736906,1.45637028,2.559902558,0.46579787238454096,1.7577278204276456
Metals,Fontana,CA,28187,NC 610 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,0.476857491,0.328867235,inf,0.6896551720522305
Metals,Fontana,CA,28187,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,0.391717418,0.562362972,inf,1.4356343276009238
Metals,Fontana,CA,30268,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,10.02679659,7.108998782,9.352496955,0.9327502429168157,1.3155856741290408
Metals,Fontana,CA,30268,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,18.7088916,4.957856273,8.56455542,0.4577799477976557,1.7274715014716602
Metals,Fontana,CA,30268,NC 610 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,2.543239951,2.299963459,inf,0.9043438697538769
Metals,Fontana,CA,30268,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,1.273081608,1.578428745,inf,1.2398488322203458
Metals,Fontana,CA,30268,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,0.047269184,0.092009744,inf,1.946505867332087
Metals,Fontana,CA,30268,NM 214 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,0.019951279,0.046035323,inf,2.307387060248118
Metals,Fontana,CA,34218,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,72.04872107,51.37905968,67.79909257,0.9410172944517473,1.3195860919267022
Metals,Fontana,CA,34218,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,19.81973203,5.252228989,9.249908648,0.46670200353864216,1.7611396356427977
Metals,Fontana,CA,34218,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,2,2.161997564,0.378349574,1.431461632,0.6621014083621789,3.7834366162124975
Metals,Fontana,CA,34218,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,2,1.939707674,0.234704629,0.756138855,0.3898210359918388,3.22166144835601
Metals,Fontana,CA,34218,NC 610 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,10.84056029,18.22884896,inf,1.681541218567403
Metals,Fontana,CA,34218,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,1.028258222,2.012192448,inf,1.9568941000891893
Metals,Fontana,CA,34218,ND Ears / Bails,1 Paint,Ears,2020,2,0.0,0.430694275,0.745986602,inf,1.7320559972616305
Metals,Fontana,CA,35258,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,18.82582217,13.34750792,23.21373934,1.2330797098993314,1.7391815370430588
Metals,Fontana,CA,35258,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,3.157125457,0.836638246,1.681766139,0.5326890432153011,2.0101473331402064
Metals,Fontana,CA,36399,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,9.93909866,8.358781973,15.39816078,1.5492512255633448,1.8421536570445491
Metals,Fontana,CA,36399,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,11.0499391,3.010494519,8.700816078,0.7874085096088902,2.8901617402346784
Metals,Fontana,CA,36399,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,2,32.42996346,5.887119367,18.74490865,0.5780120188269863,3.184054455405439
Metals,Fontana,CA,36913,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,86.25578563,62.08532521,80.10625457,0.9287058715530245,1.2902606904134795
Metals,Fontana,CA,36913,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,25.0816078,6.646626066,11.42943362,0.45568983101633537,1.7195842682448867
Metals,Fontana,CA,36913,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,2,32.08465286,5.614814251,14.59749695,0.45496820594243453,2.59981831943954
Metals,Fontana,CA,36913,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,2,11.80267966,1.428124239,3.866248477,0.3275737873411028,2.7072213827189304
Metals,Fontana,CA,36913,NC 610 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,8.519853837,15.75342875,inf,1.8490257052986108
Metals,Fontana,CA,36913,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,1.444457978,2.20409866,inf,1.5259001601775917
Metals,Fontana,CA,36913,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,0.945383678,0.803897686,inf,0.8503401367164285
Metals,Fontana,CA,36913,NM 214 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,0.219464068,0.317308161,inf,1.4458319482166893
Metals,Fontana,CA,36913,ND Ears / Bails,1 Paint,Ears,2020,2,0.0,10.14007308,1.786760049,inf,0.17620780786325455
Metals,Fontana,CA,37073,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,8.331303289,5.906894032,8.122046285,0.9748830408951399,1.375011341154867
Metals,Fontana,CA,37073,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,33.1498173,8.784701583,13.34943362,0.40270006616295884,1.5196228914404546
Metals,Fontana,CA,37073,NC 610 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,1.208038977,1.666674787,inf,1.3796531558434972
Metals,Fontana,CA,37073,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,2.227892814,3.011644336,inf,1.3517904977631476
Metals,Fontana,CA,37073,ND Ears / Bails,1 Paint,Ears,2020,2,0.0,0.290718636,0.415639464,inf,1.4296966638217168
Metals,Fontana,CA,38247,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,2,0.438489647,0.31088916,0.732472594,1.6704444426711857,2.3560570397501155
Metals,Fontana,CA,38247,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,2,1.227771011,0.325359318,1.359476248,1.1072718249738835,4.1783842440928645
Metals,Fontana,CA,43238,AG Qt Rd Cn 404x502,1 Paint,Liter Round,2020,2,2.104750305,0.597749086,1.24180268,0.5900000000237557,2.077464790970839
Metals,Fontana,CA,43238,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,2,25.72472594,4.50182704,10.02492692,0.38970004747113746,2.226857413873457
Metals,Fontana,CA,43238,NG 404 Dia Plugs,1 Paint,Plugs,2020,2,0.0,0.122411693,0.362576127,inf,2.9619403025493654
Metals,Fontana,CA,43238,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,2,0.0,1.260511571,3.630267966,inf,2.8799957489640526
Metals,Fontana,CA,47455,CC 16 oz MT 307x315,2 Specialty,16 oz. Monotops,2020,2,32.15590743,7.685261876,10.4815408,0.32596003775720533,1.3638495303240594
Metals,Fontana,CA,47455,CD 32 oz MT 404x414,2 Specialty,32 oz. Monotops,2020,2,59.98538368,20.99488429,27.69705238,0.46173001956199206,1.3192286271943057
Metals,Chicago,IL,35258,NC 610 Dia. Plugs,1 Paint,Plugs,2020,3,0.0,-83.02650894,-110.9381435,-inf,1.3361773837819755
Metals,Chicago,IL,35258,NC 610 Dia. Plugs,8 Component Sets,Plugs,2020,3,0.0,41.51325447,55.46907173,inf,1.3361773833002017
Metals,Chicago,IL,35258,NC 610 Dia. Plugs,8 Component Sets,Plugs,2020,3,286.2983067,41.51325447,55.46907173,0.1937457205715286,1.3361773833002017
Metals,Chicago,IL,35258,NG 404 Dia Plugs,1 Paint,Plugs,2020,3,0.0,-34.88172299,-84.92058472,-inf,2.4345295312489377
Metals,Chicago,IL,35258,NG 404 Dia Plugs,8 Component Sets,Plugs,2020,3,0.0,17.4408615,42.46029236,inf,2.434529530550999
Metals,Chicago,IL,35258,NG 404 Dia Plugs,8 Component Sets,Plugs,2020,3,260.3113656,17.4408615,42.46029236,0.16311347859180836,2.434529530550999
Metals,Chicago,IL,35258,NM 214 Dia. Plugs,1 Paint,Plugs,2020,3,0.0,-0.466527466,-1.184851302,-inf,2.5397246429216667
Metals,Chicago,IL,35258,NM 214 Dia. Plugs,8 Component Sets,Plugs,2020,3,0.0,0.233263733,0.592425651,inf,2.5397246429216667
Metals,Chicago,IL,35258,NM 214 Dia. Plugs,8 Component Sets,Plugs,2020,3,6.479548141,0.233263733,0.592425651,0.09143008711539102,2.5397246429216667
Metals,Chicago,IL,36333,Gallon Round Comp.,1 Paint,Rings,2020,3,0.0,-225.2530085,-372.7467844,-inf,1.654791591385116
Metals,Chicago,IL,36333,Gallon Round Comp.,8 Component Sets,Rings,2020,3,0.0,112.6265043,186.3733922,inf,1.654791590650479
Metals,Chicago,IL,36333,Gallon Round Comp.,8 Component Sets,Rings,2020,3,745.8708892,112.6265043,186.3733922,0.24987353025655532,1.654791590650479
Metals,Chicago,IL,36333,NF 404 Dia. Rings,1 Paint,Rings,2020,3,0.0,-15.78621194,-31.38030451,-inf,1.9878299258409677
Metals,Chicago,IL,36333,NF 404 Dia. Rings,8 Component Sets,Rings,2020,3,0.0,7.893105968,15.69015225,inf,1.987829925711191
Metals,Chicago,IL,36333,NF 404 Dia. Rings,8 Component Sets,Rings,2020,3,117.8075518,7.893105968,15.69015225,0.13318460497877863,1.987829925711191
Metals,Chicago,IL,36333,NI 307 Dia. Rings,1 Paint,Rings,2020,3,0.0,-4.721010962,-5.544719854,-inf,1.1744772250329716
Metals,Chicago,IL,36333,NI 307 Dia. Rings,8 Component Sets,Rings,2020,3,0.0,2.360505481,2.772359927,inf,1.1744772250329716
Metals,Chicago,IL,36333,NI 307 Dia. Rings,8 Component Sets,Rings,2020,3,35.23142509,2.360505481,2.772359927,0.07868997407620902,1.1744772250329716
Metals,Chicago,IL,36333,NL 214 Dia. Rings,1 Paint,Rings,2020,3,0.0,-4.398928136,-8.613800244,-inf,1.9581588918232784
Metals,Chicago,IL,36333,NL 214 Dia. Rings,8 Component Sets,Rings,2020,3,0.0,2.199464068,4.306900122,inf,1.9581588918232784
Metals,Chicago,IL,36333,NL 214 Dia. Rings,8 Component Sets,Rings,2020,3,57.88063337,2.199464068,4.306900122,0.07441003788725473,1.9581588918232784
Metals,Chicago,IL,36333,NC 610 Dia. Plugs,1 Paint,Plugs,2020,3,0.0,-17.16686967,-19.36896468,-inf,1.1282758623051865
Metals,Chicago,IL,36333,NC 610 Dia. Plugs,8 Component Sets,Plugs,2020,3,0.0,8.583434836,9.684482339,inf,1.1282758620572348
Metals,Chicago,IL,36333,NC 610 Dia. Plugs,8 Component Sets,Plugs,2020,3,59.19610231,8.583434836,9.684482339,0.16360000001831201,1.1282758620572348
Metals,Chicago,IL,36333,NG 404 Dia Plugs,1 Paint,Plugs,2020,3,0.0,-11.75152253,-23.88058465,-inf,2.0321268660325664
Metals,Chicago,IL,36333,NG 404 Dia Plugs,8 Component Sets,Plugs,2020,3,0.0,5.875761267,11.94029233,inf,2.032126866191822
Metals,Chicago,IL,36333,NG 404 Dia Plugs,8 Component Sets,Plugs,2020,3,87.69792935,5.875761267,11.94029233,0.13615250004759663,2.032126866191822
Metals,Chicago,IL,36333,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,3,0.0,-2.836151035,-7.015133983,-inf,2.4734698175197853
Metals,Chicago,IL,36333,NJ 307 Dia. Plugs,8 Component Sets,Plugs,2020,3,0.0,1.418075518,3.507566991,inf,2.4734698162950726
Metals,Chicago,IL,36333,NJ 307 Dia. Plugs,8 Component Sets,Plugs,2020,3,28.94031669,1.418075518,3.507566991,0.12120002101469747,2.4734698162950726
Metals,Chicago,IL,19762,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,3,10.57247259,7.488516443,16.11547503,1.5242862909139023,2.152025057655335
Metals,Chicago,IL,19762,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,3,1.607795371,3.924628502,5.561510353,3.4590909100210365,1.4170794382616956
Metals,Chicago,IL,19762,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,3,1.31546894,2.336857491,4.893544458,3.7200000009122225,2.094070552802914
Metals,Chicago,IL,19762,EW 7.5 Gal,4 Metal Pail,7.5 Gallon Pail,2020,3,3.069427527,10.60180268,18.50097442,6.027500000328236,1.7450781700456999
Metals,Chicago,IL,19762,NG 404 Dia Plugs,1 Paint,Plugs,2020,3,0.0,0.048964677,0.099196102,inf,2.0258706495705057
Metals,Chicago,IL,19762,ND Ears / Bails,1 Paint,Ears,2020,3,0.0,0.310596833,0.67637028,inf,2.177647059266699
Metals,Chicago,IL,19762,QB Pail Covers Dish,4 Metal Pail,Cover,2020,3,0.0,2.618353228,3.747831912,inf,1.4313698671064101
Metals,Chicago,IL,19762,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,3,0.0,0.263276492,0.347137637,inf,1.318528799753227
Metals,Chicago,IL,20144,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,3,16.16565164,11.28812667,15.62911084,0.9668098254281074,1.3845619647002063
Metals,Chicago,IL,20144,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,3,31.68818514,8.397369062,12.81264921,0.4043352168447978,1.5257932711306146
Metals,Chicago,IL,20144,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,3,9.380024361,1.641504263,4.735852619,0.5048870276596076,2.8850687297910476
Metals,Chicago,IL,20144,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,3,3.105968331,0.375822168,2.01089525,0.6474294119259646,5.350656297634896
Metals,Chicago,IL,20144,NC 610 Dia. Plugs,1 Paint,Plugs,2020,3,0.0,1.907429963,3.359354446,inf,1.7611941256896362
Metals,Chicago,IL,20144,NG 404 Dia Plugs,1 Paint,Plugs,2020,3,0.0,2.546163216,6.388660171,inf,2.5091322232816355
Metals,Chicago,IL,20144,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,3,0.0,0.283615104,0.534323995,inf,1.883975808989355
Metals,Chicago,IL,20842,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,3,4.735688185,1.254957369,2.402886724,0.5073996914769422,1.9147158169322642
Metals,Chicago,IL,20842,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,3,4.987819732,0.603526188,3.915237515,0.7849597069198971,6.487270300522567
Metals,Chicago,IL,20842,NG 404 Dia Plugs,1 Paint,Plugs,2020,3,0.0,0.318270402,0.638678441,inf,2.006716417821347
Metals,Chicago,IL,21974,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,3,0.204628502,0.143649208,0.257082826,1.2563392855214275,1.7896571069156189
Metals,Chicago,IL,21974,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,3,23.38611449,6.197320341,10.18465286,0.4354999999831096,1.6433962260464017
Metals,Chicago,IL,21974,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,3,32.33130329,14.87239951,22.30342266,0.6898398886041317,1.49965193209095
Metals,Chicago,IL,21974,NC 610 Dia. Plugs,1 Paint,Plugs,2020,3,0.0,4.609622412,10.89332521,inf,2.363170827537186
Metals,Chicago,IL,21974,NG 404 Dia Plugs,1 Paint,Plugs,2020,3,0.0,1.566869671,2.20998782,inf,1.4104477614845605
Metals,Chicago,IL,21974,ND Ears / Bails,1 Paint,Ears,2020,3,0.0,0.207064555,0.447503045,inf,2.1611764746506226
Metals,Chicago,IL,22768,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,3,4.297198538,3.025841657,5.082350792,1.1827125852010145,1.679648629412732
Metals,Chicago,IL,22768,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,3,2.367844093,0.627478685,1.576747868,0.6659002054490418,2.5128309625369982
