Plant Type,Plant Desc,CH3 ID,CH3 Desc,Material Group Desc,PH2R,PH4,Year,Month,Units,LBS,Revenue
Metals,Cincinnati OH,28068,Customer 28068,211X713 AC 2P,5 Aerosol,Aerosol 211 Dia,2021,02,43.84896468,11.44457978,18.8173447
Metals,Cincinnati OH,28084,Customer 28084,211X604 AC 2Q,5 Aerosol,Aerosol 211 Dia,2021,02,115.7612667,27.08813642,34.5489525
Metals,Cincinnati OH,28188,Customer 28188,211X713 AC 2P,5 Aerosol,Aerosol 211 Dia,2021,02,158.952497,41.48660171,61.2841352
Metals,Cincinnati OH,34686,Customer 34686,202X509 AC 2Q,5 Aerosol,Aerosol 202 Dia,2021,02,62.97198538,9.445797808,21.575
Metals,Cincinnati OH,34686,Customer 34686,207.5X315 AC 2Q,5 Aerosol,Aerosol 207.5 Dia,2021,02,8.331303289,1.416321559,1.921071864
Metals,Cincinnati OH,34686,Customer 34686,211X604 AC 2N,5 Aerosol,Aerosol 211 Dia,2021,02,26.30937881,5.472350792,9.161193666
Metals,Cincinnati OH,34686,Customer 34686,211X713 AC 2N,5 Aerosol,Aerosol 211 Dia,2021,02,33.98294762,8.577953715,12.68954933
Metals,Cincinnati OH,35257,Customer 35257,214X804 AC 2Q,5 Aerosol,Aerosol 214 Dia,2021,02,1124.934227,332.9805311,449.3597199
Metals,Cincinnati OH,35341,Customer 35341,202X509 AC 2Q,5 Aerosol,Aerosol 202 Dia,2021,02,63.30694275,9.496041413,25.58170524
Metals,Cincinnati OH,35341,Customer 35341,211X413 AC 2Q,5 Aerosol,Aerosol 211 Dia,2021,02,15.78562728,3.236053593,6.026479903
Metals,Cincinnati OH,35349,Customer 35349,202X509 AC 2Q,5 Aerosol,Aerosol 202 Dia,2021,02,4.689403167,0.703410475,2.270560292
Metals,Cincinnati OH,35353,Customer 35353,202X509 AC 2Q,5 Aerosol,Aerosol 202 Dia,2021,02,42.2046285,6.330694275,12.22542022
Metals,Cincinnati OH,35380,Customer 35380,202X509 AC 2Q,5 Aerosol,Aerosol 202 Dia,2021,02,9.378806334,1.40682095,3.718136419
Metals,Cincinnati OH,35380,Customer 35380,207.5X604 AC 2N,5 Aerosol,Aerosol 207.5 Dia,2021,02,227.7222899,44.17812424,81.61794153
Metals,Cincinnati OH,35380,Customer 35380,207.5X604 AC 2Q,5 Aerosol,Aerosol 207.5 Dia,2021,02,16.66260658,3.64911084,6.322125457
Metals,Cincinnati OH,35380,Customer 35380,207.5X713 AC 2N,5 Aerosol,Aerosol 207.5 Dia,2021,02,4.628501827,1.101583435,1.996412911
Metals,Cincinnati OH,35380,Customer 35380,211X713 AC 2P,5 Aerosol,Aerosol 211 Dia,2021,02,12.05846529,3.14725944,5.201175396
Metals,Cincinnati OH,35380,Customer 35380,214X804 AC 2N,5 Aerosol,Aerosol 214 Dia,2021,02,137.4665043,40.69008526,65.01478685
Metals,Cincinnati OH,35403,Customer 35403,202X509 AC 2Q,5 Aerosol,Aerosol 202 Dia,2021,02,4.689403167,0.703410475,1.672850183
Metals,Cincinnati OH,35403,Customer 35403,207.5X604 AC 2Q,5 Aerosol,Aerosol 207.5 Dia,2021,02,41.65651644,9.122777101,21.90632765
Metals,Cincinnati OH,35403,Customer 35403,211X413 AC 2Q,5 Aerosol,Aerosol 211 Dia,2021,02,33.32521315,6.831668697,9.386711328
Metals,Cincinnati OH,35403,Customer 35403,211X604 AC 2Q,5 Aerosol,Aerosol 211 Dia,2021,02,57.88063337,13.54406821,16.97928136
Metals,Cincinnati OH,35428,Customer 35428,207.5X604 AC 2P,5 Aerosol,Aerosol 207.5 Dia,2021,02,183.2886724,39.59035323,54.1562972
Metals,Cincinnati OH,35428,Customer 35428,207.5X713 AC 2N,5 Aerosol,Aerosol 207.5 Dia,2021,02,152.7405603,36.96321559,43.0309257
Metals,Cincinnati OH,35428,Customer 35428,207.5X804 AC 2N,5 Aerosol,Aerosol 207.5 Dia,2021,02,193.2399513,51.20858709,70.7370341
Metals,Cincinnati OH,35486,Customer 35486,211X604 AC 2N,5 Aerosol,Aerosol 211 Dia,2021,02,59.19610231,13.14153471,15.82367844
Metals,Cincinnati OH,35486,Customer 35486,211X604 AC 2P,5 Aerosol,Aerosol 211 Dia,2021,02,114.4457978,25.40696711,30.59244214
Metals,Cincinnati OH,35486,Customer 35486,211X604 AC 2Q,5 Aerosol,Aerosol 211 Dia,2021,02,47.35688185,11.08151035,13.12065164
Metals,Cincinnati OH,35505,Customer 35505,202X509 AC 2Q,5 Aerosol,Aerosol 202 Dia,2021,02,23.44701583,3.517052375,9.9204324
Metals,Cincinnati OH,35505,Customer 35505,211X604 AC 2P,5 Aerosol,Aerosol 211 Dia,2021,02,105.2375152,23.67844093,32.19005481
Metals,Cincinnati OH,35505,Customer 35505,211X604 AC 2Q,5 Aerosol,Aerosol 211 Dia,2021,02,31.57125457,7.387673569,9.689847747
Metals,Cincinnati OH,35505,Customer 35505,211X713 AC 2P,5 Aerosol,Aerosol 211 Dia,2021,02,96.46772229,25.17807552,25.12598051
Metals,Cincinnati OH,35523,Customer 35523,Raw Matl Pallet/Fram,7 M.Other,Other,2021,02,0,0,2.105968331
Metals,Cincinnati OH,36913,Customer 36913,207.5X604 AC 2P,5 Aerosol,Aerosol 207.5 Dia,2021,02,122.1924482,25.41602923,35.41626066
Metals,Cincinnati OH,36913,Customer 36913,211X713 AC 2P,5 Aerosol,Aerosol 211 Dia,2021,02,96.46772229,25.17807552,26.41190012
Metals,Cincinnati OH,37076,Customer 37076,207.5X713 AC 2Q,5 Aerosol,Aerosol 207.5 Dia,2021,02,3.47137637,0.867844093,1.700937881
Metals,Cincinnati OH,37106,Customer 37106,207.5X604 AC 2P,5 Aerosol,Aerosol 207.5 Dia,2021,02,122.1924482,25.41602923,32.55695493
Metals,Cincinnati OH,43102,Customer 43102,202X509 AC 2Q,5 Aerosol,Aerosol 202 Dia,2021,02,9.378806334,1.40682095,3.472411693
Metals,Cincinnati OH,43102,Customer 43102,207.5X713 AC 2P,5 Aerosol,Aerosol 207.5 Dia,2021,02,9.719853837,2.371644336,3.384159562
Metals,Cincinnati OH,43102,Customer 43102,207.5X804 AC 2Q,5 Aerosol,Aerosol 207.5 Dia,2021,02,12.72838002,3.373020706,7.152460414
Metals,Cincinnati OH,43102,Customer 43102,211X604 AC 2N,5 Aerosol,Aerosol 211 Dia,2021,02,153.0328867,31.83084044,46.20673569
Metals,Cincinnati OH,43102,Customer 43102,211X604 AC 2Q,5 Aerosol,Aerosol 211 Dia,2021,02,31.57125457,7.387673569,9.789933009
Metals,Cincinnati OH,43102,Customer 43102,214X804 AC 2P,5 Aerosol,Aerosol 214 Dia,2021,02,82.06333739,24.44321072,40.38099878
Metals,Cincinnati OH,43102,Customer 43102,214X804 AC 2Q,5 Aerosol,Aerosol 214 Dia,2021,02,132.2594397,39.39061023,61.21585262
Metals,Cincinnati OH,48201,Customer 48201,207.5X804 AC 2N,5 Aerosol,Aerosol 207.5 Dia,2021,02,180.5115713,47.29403167,49.03236297
Metals,Cincinnati OH,48201,Customer 48201,207.5X804 AC 2P,5 Aerosol,Aerosol 207.5 Dia,2021,02,142.5578563,37.92779537,63.10810597
Metals,Fontana CA,21240,Customer 21240,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,56.76979294,39.53837759,83.42867844
Metals,Fontana CA,21240,Customer 21240,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,43.41047503,11.50377588,33.41478076
Metals,Fontana CA,21240,Customer 21240,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2021,02,42.12423873,7.371741778,33.29728989
Metals,Fontana CA,21240,Customer 21240,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2021,02,36.33982948,4.397119367,18.55760658
Metals,Fontana CA,21240,Customer 21240,CC 16 oz MT 307x315,2 Specialty,16 oz. Monotops,2021,02,1.607795371,0.384263094,1.807515225
Metals,Fontana CA,21240,Customer 21240,NC 610 Dia. Plugs,1 Paint,Plugs,2021,02,0,7.629719854,15.89271011
Metals,Fontana CA,21240,Customer 21240,NG 404 Dia Plugs,1 Paint,Plugs,2021,02,0,8.079171742,24.06880024
Metals,Fontana CA,21240,Customer 21240,Outside Purchse Cans,1 Paint,1/4 Pint Round,2021,02,0.7454324,0.079015834,0.315310597
Metals,Fontana CA,21240,Customer 21240,Armloks,7 M.Other,Other,2021,02,0,0,47.95286236
Metals,Fontana CA,23925,Customer 23925,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,15.02557856,10.63717418,13.51087089
Metals,Fontana CA,23925,Customer 23925,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,5.846528624,1.549330085,4.196869671
Metals,Fontana CA,23925,Customer 23925,NC 610 Dia. Plugs,1 Paint,Plugs,2021,02,0,2.543239951,6.017125457
Metals,Fontana CA,23925,Customer 23925,NG 404 Dia Plugs,1 Paint,Plugs,2021,02,0,0.783434836,2.181461632
Metals,Fontana CA,23925,Customer 23925,ND Ears / Bails,1 Paint,Ears,2021,02,0,0.269183922,0.923855055
Metals,Fontana CA,25614,Customer 25614,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,534.8842875,381.6050914,471.214458
Metals,Fontana CA,25614,Customer 25614,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,103.501218,28.50401766,41.84021315
Metals,Fontana CA,25614,Customer 25614,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2021,02,2.572472594,0.450182704,0.962362972
Metals,Fontana CA,25614,Customer 25614,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2021,02,1.108404385,0.134116931,0.382509135
Metals,Fontana CA,25614,Customer 25614,NC 610 Dia. Plugs,1 Paint,Plugs,2021,02,0,91.28959805,99.56551157
Metals,Fontana CA,25614,Customer 25614,NG 404 Dia Plugs,1 Paint,Plugs,2021,02,0,6.085942144,11.94353228
Metals,Fontana CA,25614,Customer 25614,NJ 307 Dia. Plugs,1 Paint,Plugs,2021,02,0,0.126051157,0.178532278
Metals,Fontana CA,25614,Customer 25614,NM 214 Dia. Plugs,1 Paint,Plugs,2021,02,0,0.039902558,0.066059683
Metals,Fontana CA,28058,Customer 28058,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,27.01096224,8.859595615,13.65431181
Metals,Fontana CA,28064,Customer 28064,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,2.174177832,1.930669915,2.957058465
Metals,Fontana CA,28064,Customer 28064,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,2.455542022,0.815239951,1.647789281
Metals,Fontana CA,28122,Customer 28122,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,0,0,-0.44772838
Metals,Fontana CA,30268,Customer 30268,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,49.31546894,34.96466748,35.11376979
Metals,Fontana CA,30268,Customer 30268,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,5.846528624,1.549330085,2.756699147
Metals,Fontana CA,30268,Customer 30268,NC 610 Dia. Plugs,1 Paint,Plugs,2021,02,0,2.543239951,2.194464068
Metals,Fontana CA,30268,Customer 30268,NC 610 Dia. Plugs,2 Specialty,Purchased Finished Good,2021,02,21.79293544,4.984750305,3.959269184
Metals,Fontana CA,30268,Customer 30268,NG 404 Dia Plugs,1 Paint,Plugs,2021,02,0,0.954811206,1.219311815
Metals,Fontana CA,34218,Customer 34218,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,30.51887942,22.08266017,32.24526797
Metals,Fontana CA,34218,Customer 34218,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,9.120584653,2.499215591,4.64046285
Metals,Fontana CA,34218,Customer 34218,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2021,02,3.879415347,0.469409257,1.640529842
Metals,Fontana CA,34218,Customer 34218,NC 610 Dia. Plugs,1 Paint,Plugs,2021,02,0,5.277222899,9.026875761
Metals,Fontana CA,34218,Customer 34218,NG 404 Dia Plugs,1 Paint,Plugs,2021,02,0,0.538611449,0.944342266
Metals,Fontana CA,34218,Customer 34218,NM 214 Dia. Plugs,1 Paint,Plugs,2021,02,0,0.17956151,0.490852619
Metals,Fontana CA,34218,Customer 34218,ND Ears / Bails,1 Paint,Ears,2021,02,0,0.414129111,0.778075518
Metals,Fontana CA,35258,Customer 35258,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,18.00730816,12.76718149,22.74539586
Metals,Fontana CA,35884,Customer 35884,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,2.21680877,0.735980512,2.332192448
Metals,Fontana CA,35908,Customer 35908,BF Pint F Can,2 Specialty,Pint F,2021,02,43.65408039,13.07303289,26.76605968
Metals,Fontana CA,36399,Customer 36399,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,8.696711328,7.313934227,10.70693666
Metals,Fontana CA,36399,Customer 36399,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,23.56638246,7.734684531,12.57950061
Metals,Fontana CA,36399,Customer 36399,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2021,02,61.81485993,14.45514616,27.10679659
Metals,Fontana CA,36913,Customer 36913,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,02,120.2046285,86.26088672,117.495609
Metals,Fontana CA,36913,Customer 36913,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,02,44.37515225,12.06881364,20.73955542
Metals,Fontana CA,36913,Customer 36913,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2021,02,11.863581,2.547442144,6.010590743
Metals,Fontana CA,36913,Customer 36913,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2021,02,12.63093788,2.7854324,4.739366626
Metals,Fontana CA,36913,Customer 36913,NC 610 Dia. Plugs,1 Paint,Plugs,2021,02,0,8.901339829,17.42091352
Metals,Fontana CA,36913,Customer 36913,NG 404 Dia Plugs,1 Paint,Plugs,2021,02,0,3.868209501,6.218264312
Metals,Fontana CA,36913,Customer 36913,NJ 307 Dia. Plugs,1 Paint,Plugs,2021,02,0,0.157563946,0.253611449
Metals,Fontana CA,36913,Customer 36913,NP 208 Dia. Plug,1 Paint,Plugs,2021,02,0,0.019956151,0.030584653
Metals,Fontana CA,36913,Customer 36913,ND Ears / Bails,1 Paint,Ears,2021,02,0,2.319123021,3.505286236
Metals,Fontana CA,36913,Customer 36913,Outside Purchse Cans,1 Paint,1/4 Pint Round,2021,02,6.708891596,0.711142509,2.149397077
Metals,Fontana CA,38247,Customer 38247,NC 610 Dia. Plugs,1 Paint,Plugs,2021,02,0,0,-0.003026797
Metals,Fontana CA,43238,Customer 43238,AG Qt Rd Cn 404x502,1 Paint,Liter Round,2021,02,3.507917174,0.996248477,2.255517661
Metals,Fontana CA,43238,Customer 43238,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2021,02,16.07795371,2.8136419,6.828306943
Metals,Fontana CA,43238,Customer 43238,NG 404 Dia Plugs,1 Paint,Plugs,2021,02,0,0.195858709,0.632216809
Metals,Fontana CA,43238,Customer 43238,NJ 307 Dia. Plugs,1 Paint,Plugs,2021,02,0,0.803576127,2.522082826
Metals,Fontana CA,47455,Customer 47455,CA 4 oz MT 202x214,2 Specialty,4 oz. Monotops,2021,02,4.689403167,0.637758831,0.968410475
Metals,Fontana CA,47455,Customer 47455,CB 8 oz MT 211x304,2 Specialty,8 oz. Monotops,2021,02,2.630937881,0.339390987,0.600353228
Metals,Fontana CA,47455,Customer 47455,CC 16 oz MT 307x315,2 Specialty,16 oz. Monotops,2021,02,67.5274056,16.13904994,22.01123021
Metals,Chicago IL,25614,Customer 25614,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,-54.06105132,-61.14724571
Metals,Chicago IL,25614,Customer 25614,NC 610 Dia. Plugs,8 Component Sets,Plugs,2021,03,0,27.03052566,30.57362286
Metals,Chicago IL,25614,Customer 25614,NC 610 Dia. Plugs,8 Component Sets,Plugs,2021,03,186.5383678,27.03052566,30.57362286
Metals,Chicago IL,35258,Customer 35258,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,-75.4141535,-107.7338401
Metals,Chicago IL,35258,Customer 35258,NC 610 Dia. Plugs,8 Component Sets,Plugs,2021,03,0,37.70707675,53.86692006
Metals,Chicago IL,35258,Customer 35258,NC 610 Dia. Plugs,8 Component Sets,Plugs,2021,03,260.0488052,37.70707675,53.86692006
Metals,Chicago IL,35258,Customer 35258,NG 404 Dia Plugs,1 Paint,Plugs,2021,03,0,-22.27732416,-54.90196302
Metals,Chicago IL,35258,Customer 35258,NG 404 Dia Plugs,8 Component Sets,Plugs,2021,03,0,11.13866208,27.45098151
Metals,Chicago IL,35258,Customer 35258,NG 404 Dia Plugs,8 Component Sets,Plugs,2021,03,166.2486877,11.13866208,27.45098151
Metals,Chicago IL,35258,Customer 35258,NJ 307 Dia. Plugs,1 Paint,Plugs,2021,03,0,-0.058567348,-0.172356244
Metals,Chicago IL,35258,Customer 35258,NJ 307 Dia. Plugs,8 Component Sets,Plugs,2021,03,0,0.029283674,0.086178122
Metals,Chicago IL,35258,Customer 35258,NJ 307 Dia. Plugs,8 Component Sets,Plugs,2021,03,0.597626002,0.029283674,0.086178122
Metals,Chicago IL,35258,Customer 35258,NM 214 Dia. Plugs,1 Paint,Plugs,2021,03,0,-1.779838892,-4.709157069
Metals,Chicago IL,35258,Customer 35258,NM 214 Dia. Plugs,8 Component Sets,Plugs,2021,03,0,0.889919446,2.354578535
Metals,Chicago IL,35258,Customer 35258,NM 214 Dia. Plugs,8 Component Sets,Plugs,2021,03,24.71998461,0.889919446,2.354578535
Metals,Chicago IL,36333,Customer 36333,Gallon Round Comp.,1 Paint,Rings,2021,03,0,-154.8035079,-264.1829842
Metals,Chicago IL,36333,Customer 36333,Gallon Round Comp.,8 Component Sets,Rings,2021,03,0,77.40175396,132.0914921
Metals,Chicago IL,36333,Customer 36333,Gallon Round Comp.,8 Component Sets,Rings,2021,03,512.5943971,77.40175396,132.0914921
Metals,Chicago IL,36333,Customer 36333,NF 404 Dia. Rings,1 Paint,Rings,2021,03,0,-32.78674787,-67.75275274
Metals,Chicago IL,36333,Customer 36333,NF 404 Dia. Rings,8 Component Sets,Rings,2021,03,0,16.39337393,33.87637637
Metals,Chicago IL,36333,Customer 36333,NF 404 Dia. Rings,8 Component Sets,Rings,2021,03,244.6772229,16.39337393,33.87637637
Metals,Chicago IL,36333,Customer 36333,NI 307 Dia. Rings,1 Paint,Rings,2021,03,0,-13.58587089,-21.28088916
Metals,Chicago IL,36333,Customer 36333,NI 307 Dia. Rings,8 Component Sets,Rings,2021,03,0,6.792935445,10.64044458
Metals,Chicago IL,36333,Customer 36333,NI 307 Dia. Rings,8 Component Sets,Rings,2021,03,130.6333739,6.792935445,10.64044458
Metals,Chicago IL,36333,Customer 36333,NL 214 Dia. Rings,1 Paint,Rings,2021,03,0,-13.27824604,-29.65958587
Metals,Chicago IL,36333,Customer 36333,NL 214 Dia. Rings,8 Component Sets,Rings,2021,03,0,6.639123021,14.82979294
Metals,Chicago IL,36333,Customer 36333,NL 214 Dia. Rings,8 Component Sets,Rings,2021,03,174.7137637,6.639123021,14.82979294
Metals,Chicago IL,36333,Customer 36333,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,-53.40803898,-65.30146163
Metals,Chicago IL,36333,Customer 36333,NC 610 Dia. Plugs,8 Component Sets,Plugs,2021,03,0,26.70401949,32.65073082
Metals,Chicago IL,36333,Customer 36333,NC 610 Dia. Plugs,8 Component Sets,Plugs,2021,03,184.1656516,26.70401949,32.65073082
Metals,Chicago IL,36333,Customer 36333,NJ 307 Dia. Plugs,1 Paint,Plugs,2021,03,0,-13.2353715,-33.65565773
Metals,Chicago IL,36333,Customer 36333,NJ 307 Dia. Plugs,8 Component Sets,Plugs,2021,03,0,6.617685749,16.82782887
Metals,Chicago IL,36333,Customer 36333,NJ 307 Dia. Plugs,8 Component Sets,Plugs,2021,03,135.0548112,6.617685749,16.82782887
Metals,Chicago IL,36333,Customer 36333,NM 214 Dia. Plugs,1 Paint,Plugs,2021,03,0,-13.16784409,-43.37906212
Metals,Chicago IL,36333,Customer 36333,NM 214 Dia. Plugs,8 Component Sets,Plugs,2021,03,0,6.583922046,21.68953106
Metals,Chicago IL,36333,Customer 36333,NM 214 Dia. Plugs,8 Component Sets,Plugs,2021,03,182.8867235,6.583922046,21.68953106
Metals,Fontana CA,25614,Customer 25614,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,0,2.76947E-16
Metals,Fontana CA,25614,Customer 25614,NC 610 Dia. Plugs,8 Component Sets,Plugs,2021,03,0,0,-1.38474E-16
Metals,Fontana CA,25614,Customer 25614,NC 610 Dia. Plugs,8 Component Sets,Plugs,2021,03,1.10779E-15,0,-1.38474E-16
Metals,Chicago IL,19762,Customer 19762,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,03,14.93788063,10.57131303,25.56118758
Metals,Chicago IL,19762,Customer 19762,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2021,03,1.461632156,3.567844093,5.479439708
Metals,Chicago IL,19762,Customer 19762,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2021,03,1.680876979,4.617369062,6.970767357
Metals,Chicago IL,19762,Customer 19762,EW 7.5 Gal,4 Metal Pail,7.5 Gallon Pail,2021,03,3.069427527,10.60180268,20.00499391
Metals,Chicago IL,19762,Customer 19762,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2021,03,1.637028015,0.998587089,1.629269184
Metals,Chicago IL,19762,Customer 19762,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,1.907429963,3.580615104
Metals,Chicago IL,19762,Customer 19762,ND Ears / Bails,1 Paint,Ears,2021,03,0,0.641900122,1.516394641
Metals,Chicago IL,19762,Customer 19762,QB Pail Covers Dish,4 Metal Pail,Cover,2021,03,0,2.652599269,3.484823386
Metals,Chicago IL,19762,Customer 19762,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2021,03,0,1.516472594,2.229037759
Metals,Chicago IL,20144,Customer 20144,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,03,0.828258222,0.735493301,2.361522533
Metals,Chicago IL,20144,Customer 20144,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,03,27.42021924,7.421057247,11.75018879
Metals,Chicago IL,20144,Customer 20144,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2021,03,5.056029233,1.01452497,1.877789281
Metals,Chicago IL,20144,Customer 20144,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2021,03,1.385505481,0.167646163,0.610286236
Metals,Chicago IL,20144,Customer 20144,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2021,03,2.864799026,1.744662607,2.758227771
Metals,Chicago IL,20144,Customer 20144,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,0.635809988,1.556900122
Metals,Chicago IL,20144,Customer 20144,NG 404 Dia Plugs,1 Paint,Plugs,2021,03,0,0.856881851,2.88088916
Metals,Chicago IL,20144,Customer 20144,NJ 307 Dia. Plugs,1 Paint,Plugs,2021,03,0,0.110294762,0.0890743
Metals,Chicago IL,20144,Customer 20144,ND Ears / Bails,1 Paint,Ears,2021,03,0,0.538367844,0.697503045
Metals,Chicago IL,20144,Customer 20144,Armloks,7 M.Other,Other,2021,03,0,0,0.513032887
Metals,Chicago IL,20842,Customer 20842,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,03,4.735688185,1.254957369,2.262143727
Metals,Chicago IL,20842,Customer 20842,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,2.288915956,7.194494519
Metals,Chicago IL,20842,Customer 20842,NG 404 Dia Plugs,1 Paint,Plugs,2021,03,0,0.465164434,1.015030451
Metals,Chicago IL,21240,Customer 21240,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2021,03,1.172350792,2.126644336,13.30899513
Metals,Chicago IL,21974,Customer 21974,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2021,03,11.0499391,7.757057247,14.75841048
Metals,Chicago IL,21974,Customer 21974,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2021,03,66.29963459,40.4427771,50.12848356
Metals,Chicago IL,21974,Customer 21974,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,11.44457978,28.75275274
Metals,Chicago IL,22768,Customer 22768,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,03,3.069427527,2.157807552,3.804001218
Metals,Chicago IL,22768,Customer 22768,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2021,03,1.500609013,0.262606577,1.029701583
Metals,Chicago IL,22768,Customer 22768,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2021,03,26.19244823,15.97739342,21.08964068
Metals,Chicago IL,22768,Customer 22768,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2021,03,7.235079172,1.562777101,4.03637637
Metals,Chicago IL,22768,Customer 22768,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,3.210840438,6.718300853
Metals,Chicago IL,22768,Customer 22768,NG 404 Dia Plugs,1 Paint,Plugs,2021,03,0,0.489646772,1.105286236
Metals,Chicago IL,22768,Customer 22768,NJ 307 Dia. Plugs,1 Paint,Plugs,2021,03,0,0.078781973,0.178885505
Metals,Chicago IL,22768,Customer 22768,ND Ears / Bails,1 Paint,Ears,2021,03,0,0.83361754,1.627192448
Metals,Chicago IL,23104,Customer 23104,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,03,2.046285018,1.446723508,3.690493301
Metals,Chicago IL,23104,Customer 23104,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,03,13.24238733,3.900891596,12.29895859
Metals,Chicago IL,23104,Customer 23104,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2021,03,2.161997564,0.508069428,2.215182704
Metals,Chicago IL,23104,Customer 23104,EV 2 GaL O/H Tapered,4 Metal Pail,2 Gallon Pail,2021,03,9.107186358,17.31276127,40.26925091
Metals,Chicago IL,23104,Customer 23104,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2021,03,0.043848965,0.107035323,0.191979294
Metals,Chicago IL,23104,Customer 23104,FJ 20 Ltr O/H Tpr UN,4 Metal Pail,20L Pail,2021,03,0.102314251,0.343673569,0.44728989
Metals,Chicago IL,23104,Customer 23104,NC 610 Dia. Plugs,1 Paint,Plugs,2021,03,0,0.317904994,1.080742996
Metals,Chicago IL,23104,Customer 23104,NG 404 Dia Plugs,1 Paint,Plugs,2021,03,0,0.514129111,1.886394641
Metals,Chicago IL,23194,Customer 23194,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2021,03,4.852618758,3.546153471,11.45596224
Metals,Chicago IL,23194,Customer 23194,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2021,03,5.179049939,1.518689403,7.334622412
Metals,Chicago IL,23194,Customer 23194,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2021,03,2.493909866,0.653404385,2.282478685
Metals,Chicago IL,23194,Customer 23194,EE 3.5 Gal O/H Taper,4 Metal Pail,3.5 Gallon Pail,2021,03,0.277101096,0.558358709,0.692228989
Metals,Chicago IL,23194,Customer 23194,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2021,03,2.046285018,4.99498173,5.498836784
Metals,Chicago IL,23194,Customer 23194,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2021,03,0.141900122,0.416766748,0.311589525
