Plant Type,Plant Desc,CH3 ID,CH3 Desc,Material Group Desc,PH2R,PH4,Year,Month,Units,LBS,Revenue
Metals,Chicago IL,28068,Customer 28068,GF 5 Gal C/H Taper,4 Metal Pail,5 Gallon Pail,2020,04,0.869671133,3.29344458,5.464665043
Metals,Chicago IL,28068,Customer 28068,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,15.96102314,8.631230207,12.53834957
Metals,Chicago IL,28068,Customer 28068,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,04,2.894031669,0.332813642,1.046510353
Metals,Chicago IL,28068,Customer 28068,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,9.632521315,20.24502436
Metals,Chicago IL,28068,Customer 28068,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,0.930328867,1.864744214
Metals,Chicago IL,28068,Customer 28068,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,04,0,1.922280146,5.468477467
Metals,Chicago IL,28068,Customer 28068,ND Ears / Bails,1 Paint,Ears,2020,04,0,2.442192448,5.076583435
Metals,Chicago IL,28068,Customer 28068,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,04,0,0.781914738,1.303684531
Metals,Chicago IL,28068,Customer 28068,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,04,0,1.421693057,1.968763703
Metals,Chicago IL,28122,Customer 28122,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,04,3.288672351,9.033982948,10.53920828
Metals,Chicago IL,28122,Customer 28122,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,04,1.81181486,3.286632156,30.07884287
Metals,Chicago IL,28122,Customer 28122,GP 3 Gal C/H,4 Metal Pail,3 Gallon Pail,2020,04,1.987819732,8.643040195,20.74170524
Metals,Chicago IL,28122,Customer 28122,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,04,1.578562728,7.507644336,21.94959805
Metals,Chicago IL,28122,Customer 28122,NP 208 Dia. Plug,1 Paint,Plugs,2020,04,0,-0.173576127,-0.870292326
Metals,Chicago IL,28122,Customer 28122,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,04,0,6.445008526,5.821303289
Metals,Chicago IL,28131,Customer 28131,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,04,47.31790499,35.54562728,63.99936663
Metals,Chicago IL,28131,Customer 28131,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,0.818514007,0.580326431,0.932302071
Metals,Chicago IL,28131,Customer 28131,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,19.05968331,5.51491352,11.4312972
Metals,Chicago IL,28131,Customer 28131,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,14.43605359,3.045188794,9.642131547
Metals,Chicago IL,28131,Customer 28131,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,6.211936663,1.938124239,5.191504263
Metals,Chicago IL,28131,Customer 28131,FL 2 Gal O/H Tpr UN,4 Metal Pail,2 Gallon Pail,2020,04,1.607795371,2.604628502,5.518599269
Metals,Chicago IL,28131,Customer 28131,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,1.227771011,0.748940317,1.088276492
Metals,Chicago IL,28131,Customer 28131,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,2.861144945,9.797198538
Metals,Chicago IL,28131,Customer 28131,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,1.077222899,4.596504263
Metals,Chicago IL,28131,Customer 28131,Armloks,7 M.Other,Other,2020,04,0,0,0.355816078
Metals,Chicago IL,28187,Customer 28187,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,29.67113276,21.03683313,15.72570037
Metals,Chicago IL,28187,Customer 28187,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,04,5.278319123,13.12752862,10.66342266
Metals,Chicago IL,28187,Customer 28187,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,25.78319123,15.72774665,19.0372838
Metals,Chicago IL,28187,Customer 28187,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,8.710596833,6.007308161
Metals,Chicago IL,28187,Customer 28187,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,04,0,4.072472594,3.069427527
Metals,Chicago IL,28190,Customer 28190,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,8.594397077,6.053320341,9.642904994
Metals,Chicago IL,28190,Customer 28190,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,4.735688185,1.254957369,2.895401949
Metals,Chicago IL,28190,Customer 28190,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,22.5091352,4.029135201,12.61839829
Metals,Chicago IL,28190,Customer 28190,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,11.18148599,1.352959805,6.091339829
Metals,Chicago IL,28190,Customer 28190,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,04,4.734470158,12.58729233,11.91134592
Metals,Chicago IL,28190,Customer 28190,ES 4 GAL O/H Taper,4 Metal Pail,4 Gallon Pail,2020,04,3.666260658,10.33885505,10.81546894
Metals,Chicago IL,28190,Customer 28190,FL 2 Gal O/H Tpr UN,4 Metal Pail,2 Gallon Pail,2020,04,4.019488429,6.511571255,8.50001218
Metals,Chicago IL,28190,Customer 28190,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,04,2.12545676,3.855578563,27.45473812
Metals,Chicago IL,28190,Customer 28190,GO 1 GAL CLOSED HEAD,4 Metal Pail,1 Gallon Pail,2020,04,3.434835566,8.751961023,49.57807552
Metals,Chicago IL,28190,Customer 28190,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,04,0.613885505,2.919639464,4.489220463
Metals,Chicago IL,28190,Customer 28190,GQ 7 Gal C/H Strait,4 Metal Pail,7 Gallon Pail,2020,04,2.638246041,15.81364677,17.84356273
Metals,Chicago IL,28190,Customer 28190,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,6.580633374,13.44319123
Metals,Chicago IL,28190,Customer 28190,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,04,0,2.914933009,8.398465286
Metals,Chicago IL,28190,Customer 28190,NM 214 Dia. Plugs,1 Paint,Plugs,2020,04,0,1.895371498,8.130207065
Metals,Chicago IL,28190,Customer 28190,ND Ears / Bails,1 Paint,Ears,2020,04,0,0.268355664,0.485408039
Metals,Chicago IL,28190,Customer 28190,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,04,0,1.107712546,1.464920828
Metals,Chicago IL,28190,Customer 28190,QL Pail Cover 8 1/2,4 Metal Pail,Cover,2020,04,0,1.49591961,1.789579781
Metals,Chicago IL,28190,Customer 28190,Armloks,7 M.Other,Other,2020,04,0,0,7.386455542
Metals,Chicago IL,28257,Customer 28257,EI 5 Gal O/H Tapered,4 Metal Pail,5.5 Gallon Pail,2020,04,3.926918392,12.69572716,9.478946407
Metals,Chicago IL,28257,Customer 28257,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,04,0,4.471322777,4.473690621
Metals,Chicago IL,29451,Customer 29451,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,7.103532278,1.882436054,3.372685749
Metals,Chicago IL,29451,Customer 29451,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,1.637028015,0.998587089,1.367423873
Metals,Chicago IL,29451,Customer 29451,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.254323995,0.412880633
Metals,Chicago IL,29451,Customer 29451,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,0.489646772,0.990182704
Metals,Chicago IL,29451,Customer 29451,ND Ears / Bails,1 Paint,Ears,2020,04,0,0.067088916,0.122302071
Metals,Chicago IL,29623,Customer 29623,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,04,3.683313033,2.53780268,4.141181486
Metals,Chicago IL,29623,Customer 29623,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,1.578562728,0.418319123,1.01500609
Metals,Chicago IL,29623,Customer 29623,AG Qt Rd Cn 404x502,1 Paint,Liter Round,2020,04,0.701583435,0.199249695,0.82498782
Metals,Chicago IL,29623,Customer 29623,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,3.001218027,0.537218027,2.172222899
Metals,Chicago IL,29623,Customer 29623,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,0.195858709,0.359792935
Metals,Chicago IL,29623,Customer 29623,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.157563946,0.275286236
Metals,Chicago IL,29623,Customer 29623,Armloks,7 M.Other,Other,2020,04,0,0,2.060024361
Metals,Chicago IL,29940,Customer 29940,Paint Can-PT Hybrid,3 Hybrid,Pint Hybrid,2020,04,5.115712546,0.296711328,2.028130329
Metals,Chicago IL,29940,Customer 29940,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,14.93788063,9.112107186,12.45983557
Metals,Chicago IL,29940,Customer 29940,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,04,2.170523752,0.46883313,1.135334957
Metals,Chicago IL,29940,Customer 29940,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,2.543239951,4.822338611
Metals,Chicago IL,29940,Customer 29940,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,0.146894032,0.3445676
Metals,Chicago IL,29940,Customer 29940,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.252102314,0.687009744
Metals,Chicago IL,29940,Customer 29940,ND Ears / Bails,1 Paint,Ears,2020,04,0,0.538367844,1.012606577
Metals,Chicago IL,30267,Customer 30267,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,7.775883069,5.513101096,6.094738124
Metals,Chicago IL,30267,Customer 30267,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,154.6991474,40.99527406,61.2608648
Metals,Chicago IL,30267,Customer 30267,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,355.6443362,62.23775883,120.0939769
Metals,Chicago IL,30267,Customer 30267,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,3.105968331,0.487637028,1.579196102
Metals,Chicago IL,30267,Customer 30267,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,04,3.332521315,10.38413642,14.10956151
Metals,Chicago IL,30267,Customer 30267,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,50.74786845,29.66704019,33.199257
Metals,Chicago IL,30267,Customer 30267,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,04,59.32764921,12.81477223,22.56230816
Metals,Chicago IL,30267,Customer 30267,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,10.17295981,13.99308161
Metals,Chicago IL,30267,Customer 30267,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,14.86077954,22.0376553
Metals,Chicago IL,30267,Customer 30267,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,04,0,17.3477905,37.59867844
Metals,Chicago IL,30267,Customer 30267,NM 214 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.17956151,0.605024361
Metals,Chicago IL,30267,Customer 30267,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,04,0,4.423045067,6.916954933
Metals,Chicago IL,30268,Customer 30268,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,3.946406821,1.045797808,1.756784409
Metals,Chicago IL,30268,Customer 30268,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,04,6.708891596,16.44843362,12.15725335
Metals,Chicago IL,30268,Customer 30268,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,0.269305725,0.333897686
Metals,Chicago IL,30268,Customer 30268,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,04,0,0.814494519,0.747624848
Metals,Chicago IL,30616,Customer 30616,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,04,41.74421437,29.30443849,61.01792935
Metals,Chicago IL,30616,Customer 30616,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,1.169305725,0.309866017,0.870992692
Metals,Chicago IL,30616,Customer 30616,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,2.894031669,0.506455542,1.666297199
Metals,Chicago IL,30616,Customer 30616,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,4.987819732,0.603526188,2.612369062
Metals,Chicago IL,30616,Customer 30616,EH 5 Gal O/H Strait,4 Metal Pail,5 Gallon Pail,2020,04,1.619975639,4.338294762,7.056778319
Metals,Chicago IL,30616,Customer 30616,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,04,2.470158343,6.647196102,12.46711937
Metals,Chicago IL,30616,Customer 30616,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,04,8.803288672,24.47387881,39.616419
Metals,Chicago IL,30616,Customer 30616,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,04,2.131546894,3.730420219,25.25430572
Metals,Chicago IL,30616,Customer 30616,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,04,2.214372716,9.548791717,17.09322777
Metals,Chicago IL,30616,Customer 30616,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,3.274056029,1.997174178,3.575103532
Metals,Chicago IL,30616,Customer 30616,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,5.72228989,19.38790499
Metals,Chicago IL,30616,Customer 30616,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,0.367235079,1.641650426
Metals,Chicago IL,30616,Customer 30616,ND Ears / Bails,1 Paint,Ears,2020,04,0,1.880146163,4.982941535
Metals,Chicago IL,30616,Customer 30616,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,04,0,2.210124239,2.901120585
Metals,Chicago IL,30616,Customer 30616,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,04,0,8.087853837,13.14846529
Metals,Chicago IL,30669,Customer 30669,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,04,1.546285018,5.168484166,6.993148599
Metals,Chicago IL,30669,Customer 30669,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,04,0.09135201,0.326218027,0.643696711
Metals,Chicago IL,30669,Customer 30669,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,04,0,3.096131547,4.459518879
Metals,Chicago IL,31329,Customer 31329,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,25.15834348,3.044159562,9.095243605
Metals,Chicago IL,31329,Customer 31329,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,04,1.023142509,3.188112058,4.121010962
Metals,Chicago IL,31329,Customer 31329,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,04,13.84713764,54.73927345,70.48649817
Metals,Chicago IL,31329,Customer 31329,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.317904994,0.791583435
Metals,Chicago IL,31329,Customer 31329,NM 214 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.798051157,3.497679659
Metals,Chicago IL,31329,Customer 31329,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,04,0,1.232133983,1.196565164
Metals,Chicago IL,32129,Customer 32129,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,23.94153471,13.31517661,19.60045067
Metals,Chicago IL,32129,Customer 32129,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,04,6.511571255,1.406499391,3.033349574
Metals,Chicago IL,32129,Customer 32129,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,3.179049939,5.119153471
Metals,Chicago IL,32129,Customer 32129,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,0.440682095,0.863471376
Metals,Chicago IL,33488,Customer 33488,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,2.455542022,1.73606821,3.477490865
Metals,Chicago IL,33488,Customer 33488,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,13.91473812,8.487990256,13.93519488
Metals,Chicago IL,33488,Customer 33488,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,3.814859927,8.532661389
Metals,Chicago IL,33488,Customer 33488,ND Ears / Bails,1 Paint,Ears,2020,04,0,0.746260658,2.130133983
Metals,Chicago IL,34218,Customer 34218,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,15.96102314,11.31636541,16.58880633
Metals,Chicago IL,34218,Customer 34218,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,2.352496955,3.817369062
Metals,Chicago IL,34218,Customer 34218,ND Ears / Bails,1 Paint,Ears,2020,04,0,0.268355664,0.45999391
Metals,Chicago IL,34773,Customer 34773,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,2.161997564,0.508069428,1.383118149
Metals,Chicago IL,34773,Customer 34773,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,04,4.750304507,11.5954933,12.55838002
Metals,Chicago IL,34773,Customer 34773,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,04,0.730816078,2.007551766,2.344969549
Metals,Chicago IL,34773,Customer 34773,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,04,0,1.661568819,1.86909866
Metals,Chicago IL,35249,Customer 35249,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,26.40133983,18.48179476,23.37890378
Metals,Chicago IL,35249,Customer 35249,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,29.99269184,7.948063337,14.58649208
Metals,Chicago IL,35249,Customer 35249,AG Qt Rd Cn 404x502,1 Paint,Liter Round,2020,04,14.0316687,3.98499391,8.22634592
Metals,Chicago IL,35249,Customer 35249,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,3.814859927,7.351626066
Metals,Chicago IL,35249,Customer 35249,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,3.133739342,6.89046894
Metals,Chicago IL,35258,Customer 35258,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,115.6711328,82.01083313,148.7672046
Metals,Chicago IL,35258,Customer 35258,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,75.3727162,19.97376979,41.3282704
Metals,Chicago IL,35258,Customer 35258,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,16.74786845,2.417204629,6.853879415
Metals,Chicago IL,35258,Customer 35258,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,101.9049939,60.71859683,68.01138855
Metals,Chicago IL,35258,Customer 35258,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,04,30.38733252,6.563663825,10.80269184
Metals,Chicago IL,35258,Customer 35258,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,55.28367844,72.46563946
Metals,Chicago IL,35258,Customer 35258,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,22.8909866,52.88707674
Metals,Chicago IL,35258,Customer 35258,NM 214 Dia. Plugs,1 Paint,Plugs,2020,04,0,3.690986602,9.171747868
Metals,Chicago IL,35523,Customer 35523,Raw Matl Pallet/Fram,7 M.Other,Other,2020,04,0,0,1.278928136
Metals,Chicago IL,35884,Customer 35884,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,3.274056029,2.314757613,3.954634592
Metals,Chicago IL,35884,Customer 35884,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,47.71741778,12.93759805,30.09962241
Metals,Chicago IL,35884,Customer 35884,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,2.046285018,0.941291108,1.521108404
Metals,Chicago IL,35884,Customer 35884,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,2.937880633,4.462509135
Metals,Chicago IL,35884,Customer 35884,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.315127893,1.452350792
Metals,Chicago IL,35884,Customer 35884,Outside Purchse Cans,1 Paint,1/4 Pint Round,2020,04,3.354445798,0.355571255,2.894652862
Metals,Chicago IL,35917,Customer 35917,EN 6.5 Gal O/H Taper,4 Metal Pail,6.5 Gallon Pail,2020,04,3.040194884,11.29736419,17.60029842
Metals,Chicago IL,35917,Customer 35917,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,04,0,2.946058465,6.886912302
Metals,Chicago IL,36333,Customer 36333,Gallon Round Comp.,1 Paint,Rings,2020,04,0,252.5985384,410.2300609
Metals,Chicago IL,36333,Customer 36333,NF 404 Dia. Rings,1 Paint,Rings,2020,04,0,19.48496285,38.30685749
Metals,Chicago IL,36333,Customer 36333,NI 307 Dia. Rings,1 Paint,Rings,2020,04,0,3.705237515,5.493727162
Metals,Chicago IL,36333,Customer 36333,NL 214 Dia. Rings,1 Paint,Rings,2020,04,0,3.633188794,6.970943971
Metals,Chicago IL,36333,Customer 36333,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,36.24116931,40.06523752
Metals,Chicago IL,36333,Customer 36333,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,2.937880633,5.813057247
Metals,Chicago IL,36333,Customer 36333,NM 214 Dia. Plugs,1 Paint,Plugs,2020,04,0,4.788306943,15.02065164
Metals,Chicago IL,36399,Customer 36399,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,26.50426309,22.29008526,27.99224117
Metals,Chicago IL,36399,Customer 36399,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,72.43848965,24.04957856,35.28094397
Metals,Chicago IL,36399,Customer 36399,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,165.0669915,29.54699147,42.91741778
Metals,Chicago IL,36399,Customer 36399,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,12.42387333,3.876248477,5.861583435
Metals,Chicago IL,36399,Customer 36399,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,04,0,8.224838002,15.10684531
Metals,Chicago IL,36399,Customer 36399,Raw Matl Pckg Miscel,7 M.Other,Other,2020,04,0,0,0
Metals,Chicago IL,36399,Customer 36399,Raw Matl Corrugate,7 M.Other,Other,2020,04,0,0,0
Metals,Chicago IL,36462,Customer 36462,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,15.00609013,2.881169306,9.421571255
Metals,Chicago IL,36462,Customer 36462,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.945383678,4.765505481
Metals,Chicago IL,36539,Customer 36539,Gallon Round Comp.,1 Paint,Rings,2020,04,0,1.780267966,2.01501827
Metals,Chicago IL,36539,Customer 36539,NF 404 Dia. Rings,1 Paint,Rings,2020,04,0,2.42864799,4.263002436
Metals,Chicago IL,36539,Customer 36539,NA 610 Dia. Btm,1 Paint,Ends,2020,04,0,3.025578563,3.473891596
Metals,Chicago IL,36539,Customer 36539,NE 404 Dia. Btm,1 Paint,Ends,2020,04,0,6.148501827,11.53271011
Metals,Chicago IL,36624,Customer 36624,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,61.49817296,7.441278928,15.45448843
Metals,Chicago IL,36624,Customer 36624,NM 214 Dia. Plugs,1 Paint,Plugs,2020,04,0,2.214591961,5.659512789
Metals,Chicago IL,36634,Customer 36634,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,30.74908648,3.720639464,14.17809379
Metals,Chicago IL,36634,Customer 36634,NM 214 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.794323995,3.474062119
Metals,Chicago IL,36913,Customer 36913,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,6.138855055,4.315615104,5.324043849
Metals,Chicago IL,36913,Customer 36913,EC 3 Gal O/H Tapered,4 Metal Pail,3 Gallon Pail,2020,04,4.384896468,9.1863581,5.481120585
Metals,Chicago IL,36913,Customer 36913,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,04,6.294153471,17.3211011,13.65786845
Metals,Chicago IL,36913,Customer 36913,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,04,5.913520097,18.42652862,10.56087698
Metals,Chicago IL,36913,Customer 36913,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,8.389768575,5.117758831,6.777338611
Metals,Chicago IL,36913,Customer 36913,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,1.271619976,2.582180268
Metals,Chicago IL,36913,Customer 36913,ND Ears / Bails,1 Paint,Ears,2020,04,0,0.340706456,0.447521315
Metals,Chicago IL,36913,Customer 36913,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,04,0,4.296672351,1.780542022
Metals,Chicago IL,37073,Customer 37073,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,31.01583435,21.80974421,28.05770402
Metals,Chicago IL,37073,Customer 37073,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,493.5054811,130.7789525,180.681011
Metals,Chicago IL,37073,Customer 37073,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,5.788063337,1.012911084,2.162247259
Metals,Chicago IL,37073,Customer 37073,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,83.86114495,10.14719854,24.9260475
Metals,Chicago IL,37073,Customer 37073,FL 2 Gal O/H Tpr UN,4 Metal Pail,2 Gallon Pail,2020,04,1.607795371,2.604628502,3.977204629
Metals,Chicago IL,37073,Customer 37073,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,04,8.185140073,4.44043849,5.65134592
Metals,Chicago IL,37073,Customer 37073,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,04,7.958587089,1.719054811,3.582637028
Metals,Chicago IL,37073,Customer 37073,NC 610 Dia. Plugs,1 Paint,Plugs,2020,04,0,6.930328867,13.42926309
Metals,Chicago IL,37073,Customer 37073,NG 404 Dia Plugs,1 Paint,Plugs,2020,04,0,41.2772229,55.25618149
Metals,Chicago IL,37073,Customer 37073,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,04,0,0.315127893,0.46138246
Metals,Chicago IL,37073,Customer 37073,NM 214 Dia. Plugs,1 Paint,Plugs,2020,04,0,3.511425091,7.332052375
Metals,Chicago IL,37073,Customer 37073,ND Ears / Bails,1 Paint,Ears,2020,04,0,1.90499391,2.727186358
Metals,Chicago IL,37073,Customer 37073,QL Pail Cover 8 1/2,4 Metal Pail,Cover,2020,04,0,0.661934836,1.246406821
Metals,Chicago IL,37114,Customer 37114,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,04,30.68514007,21.58919671,40.92756395
Metals,Chicago IL,37114,Customer 37114,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,04,37.88550548,10.03965895,21.42510353
Metals,Chicago IL,37114,Customer 37114,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,04,4.662606577,0.834606577,2.668221681
Metals,Chicago IL,37114,Customer 37114,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,04,37.13154689,5.899482339,25.05736906
Metals,Chicago IL,37114,Customer 37114,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,04,2.411693057,7.514835566,10.05113886
Metals,Chicago IL,37114,Customer 37114,FJ 20 Ltr O/H Tpr UN,4 Metal Pail,20L Pail,2020,04,0.986601705,3.14725944,5.094415347
